C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_462.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_462.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_462.jpg, 0, 0, 0, 7.857393E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_563.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_563.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_563.jpg, 0, 0, 0, 7.93435E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_666.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_666.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_666.jpg, 0, 0, 0, 7.783967E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_767.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_767.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_767.jpg, 0, 0, 0, 7.816921E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_867.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_867.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_867.jpg, 0, 0, 0, 7.918764E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_53_968.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_53_968.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_53_968.jpg, 0, 0, 0, 7.783E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_070.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_070.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_070.jpg, 0, 0, 0, 7.816241E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_171.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_171.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_171.jpg, 0, 0, 0, 7.79928E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_277.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_277.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_277.jpg, 0, 0, 0, 7.743926E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_378.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_378.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_378.jpg, 0, 0, 0, 7.87637E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_482.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_482.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_482.jpg, 0, 0, 0, 7.938405E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_583.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_583.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_583.jpg, 0, 0, 0, 7.823158E-05
C:\Users\Chandler\Desktop\Training Data\IMG\center_2021_05_20_19_18_54_684.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\left_2021_05_20_19_18_54_684.jpg, C:\Users\Chandler\Desktop\Training Data\IMG\right_2021_05_20_19_18_54_684.jpg, 0, 0, 0, 7.878851E-05
